Name,Name (BBG),Description,Maturity Date,ISIN,GIM2 Symbol,Ticker,YTW,OAD,OASD,OAS,Fitch,Moody's,S&P,Exposure Country,Exposure Currency,BarCap - Class 1 Desc,Country_Sector,BarCap - Class 3 Desc,BarCap - Class 4 Desc,JPM CEMBI Sector,Market Sector,KRD 0.5yr,KRD 02yr,KRD 05yr,KRD 10yr,KRD 20yr,KRD 30yr,Orig Face,Total MV,MV%,Bid (BBG),Ask (BBG),Min Piece (BBG),Amt Outstanding (BBG),Issue Date (BBG),Tkt Tot Amount (BBG)
        AFRICA FINANCE CORP  4.37500  29 Apr 2020,AFRICA FINANCE CORP  4.37500  29 Apr 2020,AFRICA FINANCE CORP  4.37500  29 Apr 2020,04/29/2020,XS1225008538,,AFRFIN,2.93%,2.40,2.42,135.74,NR,A3,NR,SUPRANATIONAL (COUNTRY),USD,GOVERNMENT_RELATED,SUPRANATIONAL (COUNTRY)_Foreign Agency,GOVERNMENT_SPONSORED,GOVERNMENT_SPONSORED,FINANCIAL,Foreign Agency,0.02,1.94,0.45,0.00,0.00,0.00,"1,943,228.00","2,048,445.10",0.16%,103.551,104.035,200000,750000000,4/29/2015,1057609.03
        AFRICA FINANCE CORP  3.87500  13 Apr 2024,AFRICA FINANCE CORP  3.87500  13 Apr 2024,AFRICA FINANCE CORP  3.87500  13 Apr 2024,04/13/2024,XS1598047550,,AFRFIN,3.72%,5.72,5.73,156.87,NR,A3,NR,SUPRANATIONAL (COUNTRY),USD,GOVERNMENT_RELATED,SUPRANATIONAL (COUNTRY)_Foreign Agency,GOVERNMENT_SPONSORED,GOVERNMENT_SPONSORED,FINANCIAL,Foreign Agency,0.01,0.09,3.94,1.68,0.00,0.00,"1,295,486.00","1,330,669.00",0.11%,100.852,101.326,200000,500000000,4/13/2017,1012767.36
        PAKISTAN REPUBLIC OF  8.2500  15 Apr 2024,PAKISTAN REPUBLIC OF  8.2500  15 Apr 2024,PAKISTAN REPUBLIC OF  8.2500  15 Apr 2024,04/15/2024,XS1056560920,,PKSTAN,5.77%,4.96,5.09,362.73,B,B3,B,PAKISTAN,USD,GOVERNMENT_RELATED,PAKISTAN_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,0.25,3.45,1.34,0.00,0.00,"2,590,971.00","3,037,006.40",0.24%,113.438,114.013,200000,1000000000,4/15/2014,1177692.5
        PAKISTAN REPUBLIC OF  6.7500  03 Dec 2019,PAKISTAN REPUBLIC OF  6.7500  03 Dec 2019,PAKISTAN REPUBLIC OF  6.7500  03 Dec 2019,12/03/2019,XS1147732553,,PKSTAN,4.44%,1.97,2.01,292.00,B,B3,B,PAKISTAN,USD,GOVERNMENT_RELATED,PAKISTAN_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,1.85,0.11,0.00,0.00,0.00,"2,590,971.00","2,771,536.81",0.22%,104.738,105.137,200000,1000000000,12/3/2014,1075397.5
        PAKISTAN REPUBLIC OF  7.2500  15 Apr 2019,PAKISTAN REPUBLIC OF  7.2500  15 Apr 2019,PAKISTAN REPUBLIC OF  7.2500  15 Apr 2019,04/15/2019,XS1056560763,,PKSTAN,4.14%,1.41,1.43,268.87,B,B3,B,PAKISTAN,USD,GOVERNMENT_RELATED,PAKISTAN_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.46,0.96,0.00,0.00,0.00,0.00,"2,590,971.00","2,797,014.91",0.22%,104.717,105.075,200000,1000000000,4/15/2014,1085625.83
        THIRD PAKISTAN INTL SUKUK  5.500  13 Oct 2021,THIRD PAKISTAN INTL SUKUK  5.500  13 Oct 2021,THIRD PAKISTAN INTL SUKUK  5.500  13 Oct 2021,10/13/2021,XS1501659384,,PKSTAN,4.76%,3.50,3.58,295.61,B,B3,NR,PAKISTAN,USD,GOVERNMENT_RELATED,PAKISTAN_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,1.23,2.31,0.00,0.00,0.00,"2,590,971.00","2,727,702.81",0.22%,102.625,103.138,200000,1000000000,10/13/2016,1057497.22
        PAKISTAN REPUBLIC OF  8.2500  30 Sep 2025,PAKISTAN REPUBLIC OF  8.2500  30 Sep 2025,PAKISTAN REPUBLIC OF  8.2500  30 Sep 2025,09/30/2025,XS1299811486,,PKSTAN,5.91%,5.98,6.13,368.88,B,B3,NR,PAKISTAN,USD,GOVERNMENT_RELATED,PAKISTAN_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,0.25,2.70,3.14,0.00,0.00,"1,295,486.00","1,487,149.58",0.12%,114.55,115.23,200000,500000000,9/30/2015,1151610
        PANAMA (REPUBLIC OF)  9.37500  01 Apr 2029,PANAMA (REPUBLIC OF)  9.37500  01 Apr 2029,PANAMA (REPUBLIC OF)  9.37500  01 Apr 2029,04/01/2029,US698299AK07,,PANAMA,3.89%,8.07,8.06,156.13,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.21,0.82,6.10,0.90,0.00,"2,465,115.00","3,710,541.40",0.30%,150.25,151,1000,951425000,3/31/1999,1511514.58
        PANAMA (REPUBLIC OF)  6.700  26 Jan 2036,PANAMA (REPUBLIC OF)  6.700  26 Jan 2036,PANAMA (REPUBLIC OF)  6.700  26 Jan 2036,01/26/2036,US698299AW45,,PANAMA,4.08%,11.34,11.22,152.43,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.14,0.52,3.84,6.82,0.00,"5,269,758.00","7,038,604.84",0.57%,132.085,132.965,1000,2033893000,1/26/2006,1337594.44
        PANAMA (REPUBLIC OF)  5.200  30 Jan 2020,PANAMA (REPUBLIC OF)  5.200  30 Jan 2020,PANAMA (REPUBLIC OF)  5.200  30 Jan 2020,01/30/2020,US698299AX28,,PANAMA,1.84%,2.19,2.21,30.54,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,1.93,0.23,0.00,0.00,0.00,"2,991,346.00","3,246,267.82",0.26%,107.675,107.95,100000,1154527000,11/23/2009,1087950
        PANAMA (REPUBLIC OF)  4.300  29 Apr 2053,PANAMA (REPUBLIC OF)  4.300  29 Apr 2053,PANAMA (REPUBLIC OF)  4.300  29 Apr 2053,04/29/2053,US698299BB98,,PANAMA,4.17%,18.20,17.65,130.29,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.07,0.27,0.86,1.56,15.41,"1,943,228.00","2,023,977.89",0.16%,102,102.715,200000,750000000,4/29/2013,1042919.44
        PANAMA (REPUBLIC OF)  4.00  22 Sep 2024,PANAMA (REPUBLIC OF)  4.00  22 Sep 2024,PANAMA (REPUBLIC OF)  4.00  22 Sep 2024,09/22/2024,US698299BD54,,PANAMA,2.89%,6.06,6.07,72.61,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.09,3.82,2.12,0.00,0.00,"3,238,714.00","3,459,957.15",0.28%,106.69,107.17,200000,1250000000,9/22/2014,1070972.22
        PANAMA (REPUBLIC OF)  8.87500  30 Sep 2027,PANAMA (REPUBLIC OF)  8.87500  30 Sep 2027,PANAMA (REPUBLIC OF)  8.87500  30 Sep 2027,09/30/2027,US698299AD63,,PANAMA,3.48%,7.39,7.38,120.46,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.21,0.84,6.31,0.00,0.00,"2,526,197.00","3,670,638.56",0.29%,145.285,145.865,1000,975000000,9/26/1997,1456108.33
        PANAMA (REPUBLIC OF)  3.87500  17 Mar 2028,PANAMA (REPUBLIC OF)  3.87500  17 Mar 2028,PANAMA (REPUBLIC OF)  3.87500  17 Mar 2028,03/17/2028,US698299BF03,,PANAMA,3.33%,8.62,8.61,99.10,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.08,0.29,7.99,0.26,0.00,"3,249,047.00","3,407,283.54",0.27%,104.65,105.11,200000,1253988000,3/17/2016,1049340.97
        PANAMA (REPUBLIC OF)  4.500  15 May 2047,PANAMA (REPUBLIC OF)  4.500  15 May 2047,PANAMA (REPUBLIC OF)  4.500  15 May 2047,05/15/2047,US698299BG85,,PANAMA,4.16%,16.51,16.07,134.31,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.08,0.29,0.94,3.46,11.72,"3,027,011.00","3,247,981.92",0.26%,105.511,106.163,200000,1168292000,5/15/2017,1075215
        PANAMA (REPUBLIC OF)  7.12500  29 Jan 2026,PANAMA (REPUBLIC OF)  7.12500  29 Jan 2026,PANAMA (REPUBLIC OF)  7.12500  29 Jan 2026,01/29/2026,US698299AV61,,PANAMA,3.14%,6.60,6.60,91.76,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.18,2.48,3.91,0.00,0.00,"2,539,152.00","3,308,177.15",0.27%,128.98,129.605,100000,980000000,11/29/2005,1305797.92
        SPARC EM SPC PANAMA METRO L  0  05 Dec 2022,SPARC EM SPC PANAMA METRO L  0  05 Dec 2022,SPARC EM SPC PANAMA METRO L  0  05 Dec 2022,12/05/2022,USG83113AC73,,PANAMT,2.99%,3.06,3.07,122.81,BBB,NR,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Foreign Agency,GOVERNMENT_GUARANTEE,GOVERNMENT_GUARANTEE,,Foreign Agency,0.09,1.33,1.63,0.02,0.00,0.00,"1,603,055.00","1,462,387.06",0.12%,100,100,200000,618708000,8/8/2017,913000
        PANAMA (REPUBLIC OF)  3.7500  16 Mar 2025,PANAMA (REPUBLIC OF)  3.7500  16 Mar 2025,PANAMA (REPUBLIC OF)  3.7500  16 Mar 2025,03/16/2025,US698299BE38,,PANAMA,3.03%,6.47,6.47,82.24,BBB,BAA2,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.08,3.49,2.89,0.00,0.00,"3,238,714.00","3,394,173.23",0.27%,104.705,105.19,200000,1250000000,3/16/2015,1050908.33
        AEROPUERTO INTL TOCUMEN  5.62500  18 May 2036,AEROPUERTO INTL TOCUMEN  5.62500  18 May 2036,AEROPUERTO INTL TOCUMEN  5.62500  18 May 2036,05/18/2036,USP0092AAC38,,AITOCU,4.79%,10.00,9.94,229.48,BBB,NR,BBB,PANAMA,USD,GOVERNMENT_RELATED,PANAMA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.14,0.58,5.13,4.12,0.00,"1,489,808.00","1,649,149.21",0.13%,107.168,109.587,200000,575000000,5/18/2016,1117380
        PARAGUAY GOVERNMENT INTERNA  4.700  27 Mar 2027,PARAGUAY GOVERNMENT INTERNA  4.700  27 Mar 2027,PARAGUAY GOVERNMENT INTERNA  4.700  27 Mar 2027,03/27/2027,USP75744AE59,,PARGUY,4.17%,7.64,7.77,188.28,BB,NR,BB,PARAGUAY,USD,GOVERNMENT_RELATED,PARAGUAY_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.12,1.14,6.51,0.00,0.00,"1,295,486.00","1,349,433.94",0.11%,104.115,104.88,200000,500000000,3/27/2017,1052008.33
        PARAGUAY GOVERNMENT INTERNA  5.00  15 Apr 2026,PARAGUAY GOVERNMENT INTERNA  5.00  15 Apr 2026,PARAGUAY GOVERNMENT INTERNA  5.00  15 Apr 2026,04/15/2026,USP75744AD76,,PARGUY,4.07%,6.82,6.94,182.60,BB,BA1,BB,PARAGUAY,USD,GOVERNMENT_RELATED,PARAGUAY_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,2.24,4.55,0.00,0.00,"1,554,583.00","1,693,800.36",0.14%,106.63,107.375,200000,600000000,3/31/2016,1099583.33
        REPUBLIC OF PARAGUAY  6.100  11 Aug 2044,REPUBLIC OF PARAGUAY  6.100  11 Aug 2044,REPUBLIC OF PARAGUAY  6.100  11 Aug 2044,08/11/2044,USP75744AB11,,PARGUY,5.27%,13.77,13.80,242.76,BB,BA1,BB,PARAGUAY,USD,GOVERNMENT_RELATED,PARAGUAY_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.14,0.51,1.53,5.22,6.68,"2,590,971.00","2,921,970.43",0.23%,111.835,112.91,200000,1000000000,8/11/2014,1145586.11
        REPUBLIC OF PARAGUAY  4.62500  25 Jan 2023,REPUBLIC OF PARAGUAY  4.62500  25 Jan 2023,REPUBLIC OF PARAGUAY  4.62500  25 Jan 2023,01/25/2023,USP75744AA38,,PARGUY,3.45%,4.67,4.75,144.00,BB,BA1,BB,PARAGUAY,USD,GOVERNMENT_RELATED,PARAGUAY_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,4.31,0.28,0.00,0.00,"2,020,957.00","2,153,343.19",0.17%,105.535,106.105,200000,780000000,1/25/2013,1072392.36
        PERU REPUBLIC OF  4.12500  25 Aug 2027,PERU REPUBLIC OF  4.12500  25 Aug 2027,PERU REPUBLIC OF  4.12500  25 Aug 2027,08/25/2027,US715638BU55,,PERU,2.97%,8.27,8.26,66.79,BBB+,A3,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.08,0.47,7.70,0.00,0.00,"3,238,714.00","3,572,022.59",0.29%,109.905,110.345,1000,1250000000,8/25/2015,1105085.42
        PERU REPUBLIC OF - GLOBAL  7.3500  21 Jul 2025,PERU REPUBLIC OF - GLOBAL  7.3500  21 Jul 2025,PERU REPUBLIC OF - GLOBAL  7.3500  21 Jul 2025,07/21/2025,US715638AS19,,PERU,2.87%,6.24,6.24,68.25,BBB+,A3,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.19,2.91,3.10,0.00,0.00,"4,634,418.00","6,144,034.01",0.49%,130.985,131.425,100000,1788680000,7/19/2005,1326187.5
        CORP FINANCIERA DE DESARROL  3.2500  15 Jul 2019,CORP FINANCIERA DE DESARROL  3.2500  15 Jul 2019,CORP FINANCIERA DE DESARROL  3.2500  15 Jul 2019,07/15/2019,USP3R94GAF68,,COFIDE,2.15%,1.72,1.74,66.44,BBB+,NR,BBB,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.26,1.47,0.00,0.00,0.00,0.00,"1,295,486.00","1,329,493.58",0.11%,101.838,102.233,200000,500000000,7/15/2014,1026854.17
        CORP FINANCIERA DE DESARROL  4.7500  08 Feb 2022,CORP FINANCIERA DE DESARROL  4.7500  08 Feb 2022,CORP FINANCIERA DE DESARROL  4.7500  08 Feb 2022,02/08/2022,USP31389AY82,,COFIDE,2.98%,3.95,3.97,111.89,BBB+,NR,BBB,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.93,3.00,0.00,0.00,0.00,"1,295,486.00","1,397,474.98",0.11%,107.01,107.01,200000,500000000,2/8/2012,1080944.44
        CORP FINANCIERA DE DESARROL  4.7500  15 Jul 2025,CORP FINANCIERA DE DESARROL  4.7500  15 Jul 2025,CORP FINANCIERA DE DESARROL  4.7500  15 Jul 2025,07/15/2025,USP3R94GAK53,,COFIDE,3.61%,6.57,6.58,138.99,BBB+,NR,BBB,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.12,3.01,3.43,0.00,0.00,"1,554,583.00","1,690,129.01",0.14%,107.592,108.196,200000,600000000,7/15/2015,1088979.17
        EL FONDO MIVIVIENDA SA  3.500  31 Jan 2023,EL FONDO MIVIVIENDA SA  3.500  31 Jan 2023,EL FONDO MIVIVIENDA SA  3.500  31 Jan 2023,01/31/2023,USP42009AA12,,MIVIVI,3.02%,4.87,4.88,100.61,BBB+,NR,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.08,4.47,0.31,0.00,0.00,"1,684,131.00","1,733,602.92",0.14%,102.25,102.9,150000,650000000,1/31/2013,1034500
        PETROLEOS DEL PERU SA  5.62500  19 Jun 2047,PETROLEOS DEL PERU SA  5.62500  19 Jun 2047,PETROLEOS DEL PERU SA  5.62500  19 Jun 2047,06/19/2047,USP7808BAB38,,PETRPE,5.35%,14.79,14.42,254.37,BBB+,NR,BBB-,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,0.14,0.48,1.44,2.63,10.06,"2,590,971.00","2,737,826.76",0.22%,103.903,104.351,200000,1000000000,6/19/2017,1061406.25
        PERU REPUBLIC OF - GLOBAL  8.7500  21 Nov 2033,PERU REPUBLIC OF - GLOBAL  8.7500  21 Nov 2033,PERU REPUBLIC OF - GLOBAL  8.7500  21 Nov 2033,11/21/2033,US715638AP79,,PERU,3.95%,10.19,10.11,145.37,BBB+,A3,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.17,0.64,4.55,4.80,0.00,"5,669,897.00","9,079,844.39",0.73%,156.62,157.47,1000,2188329000,11/21/2003,1606770.83
        PERU REPUBLIC OF - GLOBAL  6.5500  14 Mar 2037,PERU REPUBLIC OF - GLOBAL  6.5500  14 Mar 2037,PERU REPUBLIC OF - GLOBAL  6.5500  14 Mar 2037,03/14/2037,US715638AU64,,PERU,3.91%,12.03,11.88,132.10,BBB+,A3,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,0.48,2.98,8.42,0.00,"3,017,349.00","4,067,798.78",0.33%,134.19,134.79,1000,1164563000,3/14/2007,1346244.44
        PETROLEOS DEL PERU SA  4.7500  19 Jun 2032,PETROLEOS DEL PERU SA  4.7500  19 Jun 2032,PETROLEOS DEL PERU SA  4.7500  19 Jun 2032,06/19/2032,USP7808BAA54,,PETRPE,4.51%,10.67,10.61,201.31,BBB+,NR,BBB-,PERU,USD,GOVERNMENT_RELATED,PERU_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.11,0.40,5.70,4.43,0.00,"2,590,971.00","2,693,477.13",0.22%,102.531,102.863,200000,1000000000,6/19/2017,1042009.72
        PERU REPUBLIC OF  5.62500  18 Nov 2050,PERU REPUBLIC OF  5.62500  18 Nov 2050,PERU REPUBLIC OF  5.62500  18 Nov 2050,11/18/2050,US715638BM30,,PERU,4.16%,16.93,16.45,132.43,BBB+,A3,BBB+,PERU,USD,GOVERNMENT_RELATED,PERU_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.09,0.34,1.12,2.16,13.20,"6,594,022.00","8,457,908.29",0.68%,126.11,126.66,1000,2545000000,11/18/2010,1277900
        PHILIPPINES REPUBLIC OF  3.700  01 Mar 2041,PHILIPPINES REPUBLIC OF  3.700  01 Mar 2041,PHILIPPINES REPUBLIC OF  3.700  01 Mar 2041,03/01/2041,US718286CA32,,PHILIP,3.71%,15.94,15.58,95.00,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.05,0.19,0.63,10.17,4.88,"2,776,444.00","2,779,687.98",0.22%,99.625,100.025,200000,2000000000,3/1/2016,1006933.89
        PHILIPPINES REPUBLIC OF-GLOBAL  5.500  30 Mar 2026,PHILIPPINES REPUBLIC OF-GLOBAL  5.500  30 Mar 2026,PHILIPPINES REPUBLIC OF-GLOBAL  5.500  30 Mar 2026,03/30/2026,US718286BN61,,PHILIP,2.93%,7.03,7.03,70.10,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,2.35,4.53,0.00,0.00,"1,590,315.00","1,895,748.31",0.15%,119.143,119.574,200000,1145577000,3/30/2011,1198323.33
        PHILIPPINES REPUBLIC OF  4.200  21 Jan 2024,PHILIPPINES REPUBLIC OF  4.200  21 Jan 2024,PHILIPPINES REPUBLIC OF  4.200  21 Jan 2024,01/21/2024,US718286BY27,,PHILIP,2.52%,5.59,5.59,40.78,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.10,4.09,1.39,0.00,0.00,"2,082,333.00","2,302,519.30",0.19%,109.705,110.108,200000,1500000000,1/21/2014,1109590
        PHILIPPINES REPUBLIC OF  9.87500  15 Jan 2019,PHILIPPINES REPUBLIC OF  9.87500  15 Jan 2019,PHILIPPINES REPUBLIC OF  9.87500  15 Jan 2019,01/15/2019,US718286AK32,,PHILIP,1.51%,1.21,1.22,8.63,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.59,0.62,0.00,0.00,0.00,0.00,"947,209.00","1,067,793.71",0.09%,110.594,110.974,1000,682318000,1/15/1999,1132154.58
        PHILIPPINES REPUBLIC OF-GLOBAL  9.500  02 Feb 2030,PHILIPPINES REPUBLIC OF-GLOBAL  9.500  02 Feb 2030,PHILIPPINES REPUBLIC OF-GLOBAL  9.500  02 Feb 2030,02/02/2030,US718286AY36,,PHILIP,3.43%,8.48,8.46,107.84,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.20,0.77,5.98,1.49,0.00,"2,776,444.00","4,504,329.44",0.36%,160.595,161.097,2000,2000000000,2/2/2005,1621622.22
        POWER SECTOR A&L MANAGEMENT  7.3900  02 Dec 2024,POWER SECTOR A&L MANAGEMENT  7.3900  02 Dec 2024,POWER SECTOR A&L MANAGEMENT  7.3900  02 Dec 2024,12/02/2024,USY7083VAD11,,PSALM,2.93%,5.76,5.77,77.74,NR,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Foreign Agency,GOVERNMENT_GUARANTEE,GOVERNMENT_GUARANTEE,,Foreign Agency,0.03,0.20,3.32,2.22,0.00,0.00,"1,636,733.00","2,145,689.37",0.17%,100,100,100000,1179014000,12/2/2009,1316486.11
        PHILIPPINES (REPUBLIC OF)  3.700  02 Feb 2042,PHILIPPINES (REPUBLIC OF)  3.700  02 Feb 2042,PHILIPPINES (REPUBLIC OF)  3.700  02 Feb 2042,02/02/2042,US718286CB15,,PHILIP,3.72%,16.28,15.89,94.04,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.05,0.19,0.62,9.06,6.34,"2,776,444.00","2,783,689.76",0.22%,99.595,99.855,200000,2000000000,2/2/2017,1009544.44
        PHILIPPINES REPUBLIC OF-GLOBAL  4.00  15 Jan 2021,PHILIPPINES REPUBLIC OF-GLOBAL  4.00  15 Jan 2021,PHILIPPINES REPUBLIC OF-GLOBAL  4.00  15 Jan 2021,01/15/2021,US718286BK23,,PHILIP,2.07%,3.08,3.09,39.71,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,1.77,1.29,0.00,0.00,0.00,"2,438,535.00","2,608,225.79",0.21%,106.092,106.433,100000,1756589000,10/6/2010,1073326.67
        PHILIPPINES REPUBLIC OF  3.9500  20 Jan 2040,PHILIPPINES REPUBLIC OF  3.9500  20 Jan 2040,PHILIPPINES REPUBLIC OF  3.9500  20 Jan 2040,01/20/2040,US718286BZ91,,PHILIP,3.71%,15.17,14.85,97.61,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.06,0.22,0.74,11.07,3.06,"2,776,444.00","2,899,162.38",0.23%,103.55,103.975,200000,2000000000,1/20/2015,1048327.22
        PHILIPPINES REPUBLIC OF-GLOBAL  6.500  20 Jan 2020,PHILIPPINES REPUBLIC OF-GLOBAL  6.500  20 Jan 2020,PHILIPPINES REPUBLIC OF-GLOBAL  6.500  20 Jan 2020,01/20/2020,US718286BF38,,PHILIP,1.89%,2.14,2.16,35.87,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,1.90,0.21,0.00,0.00,0.00,"1,077,720.00","1,203,016.31",0.10%,110.343,110.814,100000,776331000,7/20/2009,1121905.56
        PHILIPPINES REPUBLIC OF-GLOBAL  6.37500  15 Jan 2032,PHILIPPINES REPUBLIC OF-GLOBAL  6.37500  15 Jan 2032,PHILIPPINES REPUBLIC OF-GLOBAL  6.37500  15 Jan 2032,01/15/2032,US718286BD89,,PHILIP,3.54%,10.13,10.08,109.20,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,0.51,5.83,3.64,0.00,"1,496,971.00","1,990,691.37",0.16%,131.65,132.225,100000,1078337000,1/17/2007,1334136.25
        PHILIPPINES REPUBLIC OF-GLOBAL  7.7500  14 Jan 2031,PHILIPPINES REPUBLIC OF-GLOBAL  7.7500  14 Jan 2031,PHILIPPINES REPUBLIC OF-GLOBAL  7.7500  14 Jan 2031,01/14/2031,US718286BB24,,PHILIP,3.45%,9.27,9.24,105.86,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.16,0.63,6.02,2.43,0.00,"2,672,664.00","3,932,658.57",0.32%,145.428,145.951,100000,1925243000,1/11/2006,1471814.44
        PHILIPPINES REPUBLIC OF-GLOBAL  8.37500  17 Jun 2019,PHILIPPINES REPUBLIC OF-GLOBAL  8.37500  17 Jun 2019,PHILIPPINES REPUBLIC OF-GLOBAL  8.37500  17 Jun 2019,06/17/2019,US718286BE62,,PHILIP,1.77%,1.58,1.59,29.93,BBB-,BAA2,BBB,PHILIPPINES,USD,GOVERNMENT_RELATED,PHILIPPINES_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.34,1.24,0.00,0.00,0.00,0.00,"1,441,634.00","1,636,512.87",0.13%,111.113,111.519,100000,1038475000,1/14/2009,1140563.47
